Lat,Lng, T_201407011800
48.4,-125.2,60.51312500000001
48.0,-125.2,61.932857142857166
47.6,-125.2,60.100999999999985
47.2,-125.2,60.8812903225806
46.8,-125.2,61.6158064516129
46.4,-125.2,61.96129032258058
46.0,-125.2,61.98770491803271
45.6,-125.2,61.072903225806435
45.2,-125.2,59.429677419354846
44.8,-125.2,60.618524590163865
44.4,-125.2,59.676451612903136
44.0,-125.2,59.64451612903218
43.6,-125.2,59.21774193548383
43.2,-125.2,57.998387096774216
42.8,-125.2,56.85968750000001
42.4,-125.2,57.03918032786883
41.2,-125.2,59.327142857142796
41.6,-125.2,58.95857142857141
42.0,-125.2,56.464285714285715
40.4,-125.2,60.19249999999991
40.8,-125.2,59.69387096774186
39.2,-125.2,61.26285714285713
39.6,-125.2,61.15333333333334
40.0,-125.2,61.021428571428594
38.8,-125.2,58.35200000000001
48.8,-108.0,68.06187499999999
48.4,-108.0,70.33999999999997
48.0,-108.0,70.05000000000001
47.6,-108.0,71.31524590163934
47.2,-108.0,70.79285714285713
46.8,-108.0,69.55699999999997
46.4,-108.0,69.77967741935483
46.0,-108.0,69.82700000000003
45.6,-108.0,68.95225806451609
45.2,-108.0,62.30714285714287
44.8,-108.0,61.16000000000004
44.4,-108.0,70.53285714285714
43.2,-108.0,68.42899999999999
43.6,-108.0,63.687142857142845
44.0,-108.0,69.51312499999997
42.4,-108.0,64.22290322580643
42.8,-108.0,64.41451612903225
41.2,-108.0,69.69874999999999
41.6,-108.0,67.41645161290329
42.0,-108.0,67.02687500000002
40.4,-108.0,72.84838709677419
40.8,-108.0,72.02714285714286
39.2,-108.0,67.27857142857141
39.6,-108.0,72.52249999999998
40.0,-108.0,72.38714285714282
38.4,-108.0,79.11500000000004
38.8,-108.0,80.11906249999998
37.2,-108.0,82.22428571428577
37.6,-108.0,72.12312499999999
38.0,-108.0,72.13718749999998
36.8,-108.0,89.64500000000001
36.4,-108.0,88.2333846153846
36.0,-108.0,87.88156249999996
35.6,-108.0,85.32292307692305
35.2,-108.0,83.84714285714296
34.8,-108.0,82.96907692307695
34.4,-108.0,80.9317910447761
34.0,-108.0,82.73646153846154
33.6,-108.0,80.96138461538463
33.2,-108.0,77.73799999999994
32.4,-108.0,88.43805970149256
32.8,-108.0,81.4736923076923
31.6,-108.0,90.17857142857142
32.0,-108.0,89.68999999999997
48.4,-90.8,60.53
48.0,-90.8,60.08473684210527
47.6,-90.8,58.605636363636336
47.2,-90.8,52.08909090909093
46.8,-90.8,58.49193548387095
46.4,-90.8,65.95999999999997
46.0,-90.8,68.07779661016947
45.6,-90.8,69.65085714285708
45.2,-90.8,69.19172413793099
44.4,-90.8,70.42999999999996
44.8,-90.8,69.38535714285705
43.2,-90.8,73.35430769230769
43.6,-90.8,71.43799999999997
44.0,-90.8,71.19571428571425
42.4,-90.8,74.88868852459022
42.8,-90.8,73.51149253731343
41.2,-90.8,79.60142857142856
41.6,-90.8,78.12142857142848
42.0,-90.8,76.83983050847458
40.4,-90.8,80.64432835820905
40.8,-90.8,80.66677419354842
39.2,-90.8,84.78714285714297
39.6,-90.8,83.73285714285716
40.0,-90.8,81.91343750000001
38.4,-90.8,86.47571428571419
38.8,-90.8,85.42428571428579
37.6,-90.8,85.01000000000008
37.2,-90.8,87.94714285714278
38.0,-90.8,85.4381818181818
36.8,-90.8,89.71000000000008
36.4,-90.8,88.70794117647058
36.0,-90.8,88.88147540983601
35.6,-90.8,89.02399999999999
35.2,-90.8,89.65727272727278
34.8,-90.8,90.01823529411774
34.4,-90.8,89.7071428571429
34.0,-90.8,89.4357142857143
33.2,-90.8,88.97000000000001
33.6,-90.8,88.97000000000003
32.4,-90.8,88.29153846153845
32.8,-90.8,88.78694915254235
31.2,-90.8,88.63531250000001
31.6,-90.8,88.97
32.0,-90.8,88.65749999999996
30.8,-90.8,90.15695652173913
30.4,-90.8,91.17029850746258
30.0,-90.8,91.14406249999999
29.6,-90.8,90.5079411764705
29.2,-90.8,86.84750000000004
28.4,-90.8,85.02475409836077
28.8,-90.8,85.07818181818195
45.2,-73.6,89.78
28.0,-90.8,85.40375000000002
44.8,-73.6,88.61857142857147
44.4,-73.6,87.35870967741931
44.0,-73.6,86.60387096774193
43.2,-73.6,89.84639344262293
