Lat,Lng, RH_201407030900
48.4,-125.2,92.61299999999997
48.0,-125.2,92.1169682539683
47.6,-125.2,88.96300000000001
47.2,-125.2,88.71783870967744
46.8,-125.2,91.76622580645164
46.4,-125.2,94.41138709677423
46.0,-125.2,92.12529508196724
45.6,-125.2,91.07267741935486
45.2,-125.2,90.29848387096776
44.8,-125.2,89.86300000000001
44.4,-125.2,91.84687096774196
44.0,-125.2,91.99203225806455
43.6,-125.2,89.33074193548389
43.2,-125.2,89.84687096774195
42.8,-125.2,92.58175000000004
42.4,-125.2,90.4695573770492
41.2,-125.2,97.3074444444445
41.6,-125.2,97.68839682539688
42.0,-125.2,92.00585714285718
40.4,-125.2,95.87862500000006
40.8,-125.2,97.15332258064521
39.2,-125.2,92.04157142857142
39.6,-125.2,91.27040740740739
40.0,-125.2,92.84712698412702
38.8,-125.2,87.763
48.8,-108.0,83.98800000000001
48.4,-108.0,81.16299999999998
48.0,-108.0,78.62490476190476
47.6,-108.0,68.24004918032782
47.2,-108.0,69.8153809523809
46.8,-108.0,74.5463333333333
46.4,-108.0,74.83074193548384
46.0,-108.0,72.16299999999997
45.6,-108.0,67.26622580645156
45.2,-108.0,65.05347619047613
44.8,-108.0,55.7963333333333
44.4,-108.0,62.97411111111105
43.2,-108.0,58.26299999999995
43.6,-108.0,61.37093650793644
44.0,-108.0,64.11299999999994
42.4,-108.0,47.78235483870965
42.8,-108.0,50.31461290322578
41.2,-108.0,45.62862499999998
41.6,-108.0,49.75009677419352
42.0,-108.0,55.44112499999995
40.4,-108.0,44.330741935483864
40.8,-108.0,44.815380952380934
39.2,-108.0,39.18046031746032
39.6,-108.0,39.941125
40.0,-108.0,41.6725238095238
38.4,-108.0,48.441124999999964
38.8,-108.0,39.00362500000001
37.2,-108.0,60.116968253968196
37.6,-108.0,61.01924999999994
38.0,-108.0,56.26924999999995
36.8,-108.0,49.30049999999997
36.4,-108.0,49.03223076923073
36.0,-108.0,49.925499999999964
35.6,-108.0,59.58607692307686
35.2,-108.0,62.640777777777714
34.8,-108.0,66.98607692307688
34.4,-108.0,71.69882089552237
34.0,-108.0,76.38607692307691
33.6,-108.0,77.98607692307692
33.2,-108.0,63.601461538461486
32.4,-108.0,45.13165671641788
32.8,-108.0,49.109153846153816
31.6,-108.0,40.005857142857145
32.0,-108.0,42.51451515151514
48.4,-90.8,73.863
48.0,-90.8,73.51212280701749
47.6,-90.8,76.49936363636357
47.2,-90.8,82.89330303030306
46.8,-90.8,84.50816129032259
46.4,-90.8,87.72966666666667
46.0,-90.8,96.4392711864407
45.6,-90.8,97.22014285714292
45.2,-90.8,95.17334482758622
44.4,-90.8,93.84871428571435
44.8,-90.8,92.05942857142858
43.2,-90.8,89.24761538461541
43.6,-90.8,88.8811818181818
44.0,-90.8,91.48204761904765
42.4,-90.8,96.66627868852464
42.8,-90.8,90.37046268656722
41.2,-90.8,97.10109523809528
41.6,-90.8,96.84712698412703
42.0,-90.8,96.91384745762716
40.4,-90.8,94.05702985074632
40.8,-90.8,97.2017096774194
39.2,-90.8,88.1487142857143
39.6,-90.8,91.11696825396828
40.0,-90.8,93.22237500000004
38.4,-90.8,87.38680952380955
38.8,-90.8,84.38680952380953
37.6,-90.8,85.91061904761906
37.2,-90.8,85.4344285714286
38.0,-90.8,86.77209090909095
36.8,-90.8,88.00585714285717
36.4,-90.8,70.42182352941174
36.0,-90.8,63.30562295081961
35.6,-90.8,65.09633333333328
35.2,-90.8,66.84784848484844
34.8,-90.8,67.01005882352938
34.4,-90.8,68.35506349206345
34.0,-90.8,79.57728571428571
33.2,-90.8,89.51451515151518
33.6,-90.8,85.69633333333338
32.4,-90.8,91.52453846153851
32.8,-90.8,90.98164406779662
31.2,-90.8,97.80050000000006
31.6,-90.8,93.86300000000004
32.0,-90.8,94.0713333333334
30.8,-90.8,97.2108260869566
30.4,-90.8,94.93762686567169
30.0,-90.8,92.26925000000004
29.6,-90.8,90.99535294117652
29.2,-90.8,85.82133333333337
28.4,-90.8,82.30562295081967
28.8,-90.8,81.59027272727275
45.2,-73.6,99.863
28.0,-90.8,83.08174999999999
44.8,-73.6,96.65665079365084
44.4,-73.6,92.45977419354843
44.0,-73.6,93.1533225806452
43.2,-73.6,99.76463934426233
43.6,-73.6,99.35506349206355
42.4,-73.6,98.23396774193553
42.8,-73.6,97.799507936508
41.2,-73.6,97.75188888888894
41.6,-73.6,98.68558064516134
42.0,-73.6,99.86300000000006
40.4,-73.6,99.48118181818184
40.8,-73.6,97.33919047619052
39.6,-73.6,96.863
40.0,-73.6,95.86300000000001
48.4,-124.0,87.86300000000003
48.0,-124.0,89.26622580645164
47.6,-124.0,92.09633333333336
47.2,-124.0,97.2122063492064
46.8,-124.0,94.53513114754101
46.4,-124.0,94.55152459016396
46.0,-124.0,94.4275161290323
45.6,-124.0,93.67252380952385
45.2,-124.0,93.73185245901642
44.8,-124.0,95.42751612903231
44.4,-124.0,97.2122063492064
44.0,-124.0,97.05654838709683
43.6,-124.0,94.26622580645164
43.2,-124.0,90.62106451612905
42.8,-124.0,89.78363492063494
42.4,-124.0,85.50816129032259
41.2,-124.0,90.00585714285718
41.6,-124.0,88.68839682539685
42.0,-124.0,86.05347619047622
40.4,-124.0,92.1169682539683
40.8,-124.0,89.60903174603179
39.2,-124.0,87.62490476190479
39.6,-124.0,90.94236507936512
40.0,-124.0,85.97411111111113
38.4,-124.0,87.12862500000003
38.8,-124.0,87.29376923076926
37.2,-124.0,82.68652941176474
37.6,-124.0,84.54041935483872
38.0,-124.0,85.99203225806454
48.8,-106.8,86.63719354838712
48.4,-106.8,81.27283606557377
48.0,-106.8,73.09737499999999
47.6,-106.8,75.96644827586202
47.2,-106.8,73.54041935483869
46.8,-106.8,72.45316393442619
46.4,-106.8,73.33919047619045
46.0,-106.8,67.89424999999996
45.6,-106.8,70.37147457627111
45.2,-106.8,74.43442857142855
44.8,-106.8,72.71545901639341
44.4,-106.8,58.17447540983602
43.2,-106.8,70.37119672131142
43.6,-106.8,61.79848387096768
44.0,-106.8,60.04761538461533
42.4,-106.8,65.24004918032782
42.8,-106.8,70.6498852459016
41.2,-106.8,55.958238095238045
41.6,-106.8,55.86299999999996
42.0,-106.8,59.83269696969691
40.4,-106.8,45.10109523809522
40.8,-106.8,45.59315873015871
39.2,-106.8,52.37093650793647
39.6,-106.8,46.56141269841268
40.0,-106.8,47.81612499999997
38.4,-106.8,63.4185555555555
38.8,-106.8,62.691124999999936
37.2,-106.8,70.30049999999996
37.6,-106.8,66.70426984126978
38.0,-106.8,63.753624999999936
36.8,-106.8,74.21684615384615
36.4,-106.8,70.16458730158725
36.0,-106.8,80.90987500000001
35.6,-106.8,65.73799999999994
35.2,-106.8,61.317545454545396
34.8,-106.8,60.70915384615379
34.4,-106.8,60.24761538461532
34.0,-106.8,60.09027272727267
33.6,-106.8,58.062999999999946
33.2,-106.8,49.17069230769227
32.4,-106.8,51.06888235294113
32.8,-106.8,51.799507936507894
31.6,-106.8,48.363
32.0,-106.8,50.6277058823529
48.0,-89.6,72.86300000000001
47.6,-89.6,75.47494029850746
47.2,-89.6,83.87994915254237
46.8,-89.6,83.23396774193549
46.4,-89.6,94.76776190476195
46.0,-89.6,91.34687096774195
45.6,-89.6,89.263
45.2,-89.6,89.38680952380956
44.4,-89.6,83.57728571428572
44.8,-89.6,84.92857377049181
43.2,-89.6,92.84784848484854
43.6,-89.6,91.73185245901642
44.0,-89.6,89.89525806451614
42.4,-89.6,94.01054098360659
42.8,-89.6,92.51300000000002
41.2,-89.6,98.43016417910455
41.6,-89.6,94.78363492063497
42.0,-89.6,94.27569841269845
40.4,-89.6,99.86300000000004
40.8,-89.6,99.86300000000006
39.2,-89.6,92.3233174603175
39.6,-89.6,98.1010952380953
40.0,-89.6,99.86300000000006
38.4,-89.6,84.56612500000001
38.8,-89.6,88.48204761904765
37.6,-89.6,94.37093650793655
37.2,-89.6,90.23613432835825
38.0,-89.6,87.89425000000003
36.8,-89.6,86.05347619047622
36.4,-89.6,76.38680952380952
36.0,-89.6,69.863
