Lat,Lng, T_201407040000
48.4,-125.2,55.88937499999999
48.0,-125.2,55.481428571428594
47.6,-125.2,55.56499999999998
47.2,-125.2,56.79354838709675
46.8,-125.2,58.477419354838744
46.4,-125.2,59.98999999999991
46.0,-125.2,59.98999999999991
45.6,-125.2,60.40806451612894
45.2,-125.2,61.01774193548391
44.8,-125.2,61.39459016393445
44.4,-125.2,61.38935483870969
44.0,-125.2,60.419677419354876
43.6,-125.2,59.14516129032253
43.2,-125.2,58.57032258064515
42.8,-125.2,57.45312500000002
42.4,-125.2,57.319508196721316
41.2,-125.2,60.76428571428569
41.6,-125.2,59.95571428571428
42.0,-125.2,56.72142857142859
40.4,-125.2,62.28218749999998
40.8,-125.2,61.22387096774195
39.2,-125.2,62.85714285714283
39.6,-125.2,62.71999999999998
40.0,-125.2,62.864285714285714
38.8,-125.2,60.584
48.8,-108.0,81.46343750000007
48.4,-108.0,85.20199999999997
48.0,-108.0,86.28714285714281
47.6,-108.0,88.67786885245896
47.2,-108.0,88.85285714285715
46.8,-108.0,88.58899999999996
46.4,-108.0,89.20225806451614
46.0,-108.0,90.77299999999997
45.6,-108.0,90.02967741935484
45.2,-108.0,82.69285714285714
44.8,-108.0,80.03600000000002
44.4,-108.0,88.83571428571423
43.2,-108.0,86.05099999999999
43.6,-108.0,80.08142857142856
44.0,-108.0,85.73562499999996
42.4,-108.0,84.77193548387098
42.8,-108.0,84.63838709677418
41.2,-108.0,85.19281250000002
41.6,-108.0,84.54548387096776
42.0,-108.0,86.64406249999996
40.4,-108.0,81.87741935483872
40.8,-108.0,81.83285714285715
39.2,-108.0,72.73285714285716
39.6,-108.0,78.5075
40.0,-108.0,79.85000000000004
38.4,-108.0,82.65593749999998
38.8,-108.0,83.76124999999999
37.2,-108.0,79.68142857142854
37.6,-108.0,69.9265625
38.0,-108.0,72.77281249999997
36.8,-108.0,89.28218750000002
36.4,-108.0,89.2330769230769
36.0,-108.0,89.58593750000006
35.6,-108.0,84.99338461538456
35.2,-108.0,81.59571428571427
34.8,-108.0,80.96415384615385
34.4,-108.0,78.40373134328354
34.0,-108.0,78.97030769230766
33.6,-108.0,76.93769230769225
33.2,-108.0,74.08261538461537
32.4,-108.0,87.62671641791044
32.8,-108.0,80.99461538461539
