Lat,Lng, PoP12_201406070000
48.166666666666664,-85.16666666666666,3.652173913043478
47.5,-85.16666666666666,6.026666666666666
46.83333333333333,-85.16666666666666,7.27906976744186
46.166666666666664,-85.16666666666666,3.8959537572254335
45.5,-85.16666666666666,0.6529411764705882
44.83333333333333,-85.16666666666666,2.3275862068965516
44.166666666666664,-85.16666666666666,5.75
43.5,-85.16666666666666,5.264367816091954
42.83333333333333,-85.16666666666666,4.3604651162790695
42.166666666666664,-85.16666666666666,0.6896551724137931
41.5,-85.16666666666666,0.0
40.83333333333333,-85.16666666666666,0.0
40.166666666666664,-85.16666666666666,1.2342857142857142
38.83333333333333,-85.16666666666666,1.5649717514124293
39.5,-85.16666666666666,0.5828571428571429
38.166666666666664,-85.16666666666666,5.095505617977528
36.83333333333333,-85.16666666666666,12.432584269662922
37.5,-85.16666666666666,7.740112994350283
36.166666666666664,-85.16666666666666,15.189944134078212
34.83333333333333,-85.16666666666666,47.8268156424581
35.5,-85.16666666666666,31.195530726256983
48.83333333333333,-112.5,17.46212121212121
48.166666666666664,-112.5,15.852941176470589
34.166666666666664,-85.16666666666666,50.43956043956044
47.5,-112.5,20.28235294117647
33.5,-85.16666666666666,51.530386740331494
32.83333333333333,-85.16666666666666,52.540983606557376
46.83333333333333,-112.5,19.511627906976745
46.166666666666664,-112.5,21.0
32.166666666666664,-85.16666666666666,51.557377049180324
45.5,-112.5,18.391812865497077
30.833333333333336,-85.16666666666666,28.10810810810811
31.5,-85.16666666666666,45.627027027027026
44.83333333333333,-112.5,14.637931034482758
44.166666666666664,-112.5,15.555555555555555
30.166666666666668,-85.16666666666666,18.236559139784948
43.5,-112.5,4.906432748538012
28.833333333333336,-85.16666666666666,9.981012658227849
29.5,-85.16666666666666,10.0
42.83333333333333,-112.5,4.4
42.166666666666664,-112.5,6.828571428571428
41.5,-112.5,13.298850574712644
40.83333333333333,-112.5,12.649425287356323
40.166666666666664,-112.5,13.073446327683616
39.5,-112.5,8.92
38.166666666666664,-112.5,13.806818181818182
38.83333333333333,-112.5,8.112359550561798
37.5,-112.5,17.214689265536723
36.166666666666664,-112.5,0.08379888268156424
36.83333333333333,-112.5,1.9830508474576272
35.5,-112.5,0.0
34.166666666666664,-112.5,0.0
34.83333333333333,-112.5,0.0
33.5,-112.5,0.0
32.83333333333333,-112.5,0.0
32.166666666666664,-112.5,0.0
31.5,-112.5,0.0
48.83333333333333,-89.16666666666666,15.0
48.166666666666664,-89.16666666666666,14.293650793650794
47.5,-89.16666666666666,14.879310344827585
46.83333333333333,-89.16666666666666,13.619883040935672
46.166666666666664,-89.16666666666666,28.964285714285715
45.5,-89.16666666666666,33.68421052631579
44.83333333333333,-89.16666666666666,30.676136363636363
44.166666666666664,-89.16666666666666,28.633136094674555
43.5,-89.16666666666666,23.913793103448278
42.83333333333333,-89.16666666666666,13.568965517241379
42.166666666666664,-89.16666666666666,3.468208092485549
41.5,-89.16666666666666,4.656976744186046
40.83333333333333,-89.16666666666666,6.983425414364641
40.166666666666664,-89.16666666666666,7.937142857142857
38.83333333333333,-89.16666666666666,5.705555555555556
39.5,-89.16666666666666,7.254335260115607
38.166666666666664,-89.16666666666666,8.12
36.83333333333333,-89.16666666666666,17.233333333333334
37.5,-89.16666666666666,11.915730337078651
36.166666666666664,-89.16666666666666,51.84357541899441
34.83333333333333,-89.16666666666666,62.48863636363637
35.5,-89.16666666666666,58.37988826815643
48.83333333333333,-116.5,0.0
48.166666666666664,-116.5,0.0
34.166666666666664,-89.16666666666666,64.94021739130434
47.5,-116.5,0.0
33.5,-89.16666666666666,51.369565217391305
32.83333333333333,-89.16666666666666,43.87292817679558
46.83333333333333,-116.5,0.0
46.166666666666664,-116.5,0.0
32.166666666666664,-89.16666666666666,35.26229508196721
45.5,-116.5,0.0
30.833333333333336,-89.16666666666666,17.56451612903226
31.5,-89.16666666666666,21.67391304347826
44.83333333333333,-116.5,0.07647058823529412
44.166666666666664,-116.5,0.0
30.166666666666668,-89.16666666666666,8.923497267759563
43.5,-116.5,0.0
29.5,-89.16666666666666,7.343915343915344
28.833333333333336,-89.16666666666666,8.0
42.83333333333333,-116.5,0.0
42.166666666666664,-116.5,0.7045454545454546
28.166666666666668,-89.16666666666666,8.032894736842104
41.5,-116.5,3.4302325581395348
40.83333333333333,-116.5,3.2613636363636362
40.166666666666664,-116.5,4.234285714285714
39.5,-116.5,8.148571428571428
38.166666666666664,-116.5,6.4602272727272725
38.83333333333333,-116.5,8.610169491525424
37.5,-116.5,4.463276836158192
36.166666666666664,-116.5,0.02247191011235955
36.83333333333333,-116.5,0.8
35.5,-116.5,0.0
34.166666666666664,-116.5,0.0
34.83333333333333,-116.5,0.0
33.5,-116.5,0.0
32.83333333333333,-116.5,0.0
48.83333333333333,-93.16666666666666,18.451612903225808
48.166666666666664,-93.16666666666666,20.08235294117647
47.5,-93.16666666666666,31.24074074074074
46.83333333333333,-93.16666666666666,33.22159090909091
46.166666666666664,-93.16666666666666,32.97575757575758
45.5,-93.16666666666666,32.1875
44.83333333333333,-93.16666666666666,26.376404494382022
44.166666666666664,-93.16666666666666,21.46470588235294
43.5,-93.16666666666666,20.023255813953487
42.83333333333333,-93.16666666666666,15.165680473372781
42.166666666666664,-93.16666666666666,13.345454545454546
41.5,-93.16666666666666,11.901639344262295
40.83333333333333,-93.16666666666666,11.883597883597883
40.166666666666664,-93.16666666666666,11.321428571428571
38.83333333333333,-93.16666666666666,12.670391061452515
39.5,-93.16666666666666,10.515151515151516
38.166666666666664,-93.16666666666666,18.31111111111111
36.83333333333333,-93.16666666666666,53.02777777777778
37.5,-93.16666666666666,31.27777777777778
36.166666666666664,-93.16666666666666,77.17777777777778
34.83333333333333,-93.16666666666666,73.63905325443787
35.5,-93.16666666666666,71.67039106145252
48.83333333333333,-120.5,0.0
48.166666666666664,-120.5,0.0
34.166666666666664,-93.16666666666666,66.79444444444445
47.5,-120.5,0.0
33.5,-93.16666666666666,47.42553191489362
32.83333333333333,-93.16666666666666,22.358974358974358
46.83333333333333,-120.5,0.0
46.166666666666664,-120.5,0.0
32.166666666666664,-93.16666666666666,12.485549132947977
45.5,-120.5,0.0
30.833333333333336,-93.16666666666666,7.043478260869565
31.5,-93.16666666666666,1.5666666666666667
44.83333333333333,-120.5,0.0
44.166666666666664,-120.5,0.0
30.166666666666668,-93.16666666666666,8.0
43.5,-120.5,0.0
29.5,-93.16666666666666,7.220512820512821
28.833333333333336,-93.16666666666666,6.0
42.83333333333333,-120.5,0.0
42.166666666666664,-120.5,0.0
41.5,-120.5,0.37572254335260113
40.83333333333333,-120.5,8.816091954022989
40.166666666666664,-120.5,10.662857142857144
39.5,-120.5,12.346590909090908
38.83333333333333,-120.5,8.482954545454545
38.166666666666664,-120.5,3.6853932584269664
37.5,-120.5,0.601123595505618
36.166666666666664,-120.5,0.011111111111111112
36.83333333333333,-120.5,0.0
35.5,-120.5,0.0
34.166666666666664,-120.5,0.0
34.83333333333333,-120.5,0.0
33.5,-120.5,0.0
46.83333333333333,-69.83333333333333,67.74193548387096
46.166666666666664,-69.83333333333333,55.50295857988166
45.5,-69.83333333333333,43.87861271676301
44.83333333333333,-69.83333333333333,36.66860465116279
44.166666666666664,-69.83333333333333,33.43604651162791
43.5,-69.83333333333333,25.49342105263158
42.83333333333333,-69.83333333333333,6.815789473684211
42.166666666666664,-69.83333333333333,1.0300751879699248
41.5,-69.83333333333333,1.8034682080924855
40.83333333333333,-69.83333333333333,2.0727272727272728
48.83333333333333,-97.16666666666666,2.4227642276422765
48.166666666666664,-97.16666666666666,20.656626506024097
47.5,-97.16666666666666,48.30113636363637
46.83333333333333,-97.16666666666666,29.442528735632184
46.166666666666664,-97.16666666666666,22.54601226993865
45.5,-97.16666666666666,52.19428571428571
44.83333333333333,-97.16666666666666,49.35087719298246
44.166666666666664,-97.16666666666666,56.94705882352941
43.5,-97.16666666666666,45.160919540229884
42.83333333333333,-97.16666666666666,27.835164835164836
42.166666666666664,-97.16666666666666,14.963636363636363
41.5,-97.16666666666666,15.272727272727273
40.83333333333333,-97.16666666666666,18.58730158730159
40.166666666666664,-97.16666666666666,23.291208791208792
38.83333333333333,-97.16666666666666,32.16470588235294
39.5,-97.16666666666666,26.576470588235296
38.166666666666664,-97.16666666666666,30.6
36.83333333333333,-97.16666666666666,76.13333333333334
37.5,-97.16666666666666,34.416666666666664
36.166666666666664,-97.16666666666666,84.3
34.83333333333333,-97.16666666666666,59.502857142857145
35.5,-97.16666666666666,76.5606936416185
48.166666666666664,-124.5,0.46710526315789475
34.166666666666664,-97.16666666666666,51.48618784530387
47.5,-124.5,2.2
33.5,-97.16666666666666,16.964102564102564
32.83333333333333,-97.16666666666666,8.846153846153847
46.83333333333333,-124.5,2.0988372093023258
46.166666666666664,-124.5,0.0
32.166666666666664,-97.16666666666666,5.0
45.5,-124.5,0.0
30.833333333333336,-97.16666666666666,5.153846153846154
31.5,-97.16666666666666,5.0
44.83333333333333,-124.5,0.0
44.166666666666664,-124.5,0.0
30.166666666666668,-97.16666666666666,5.054945054945055
43.5,-124.5,0.0
29.5,-97.16666666666666,5.027027027027027
28.833333333333336,-97.16666666666666,8.72340425531915
42.83333333333333,-124.5,0.0
42.166666666666664,-124.5,0.0
28.166666666666668,-97.16666666666666,9.702702702702704
41.5,-124.5,0.0
26.833333333333336,-97.16666666666666,11.406593406593407
27.5,-97.16666666666666,6.230769230769231
40.83333333333333,-124.5,0.0
40.166666666666664,-124.5,0.0
26.166666666666668,-97.16666666666666,15.3121387283237
39.5,-124.5,0.0
38.83333333333333,-124.5,0.0
38.166666666666664,-124.5,0.0
37.5,-124.5,0.0
44.83333333333333,-73.83333333333333,40.13970588235294
44.166666666666664,-73.83333333333333,31.523255813953487
43.5,-73.83333333333333,16.716763005780347
42.83333333333333,-73.83333333333333,11.46551724137931
42.166666666666664,-73.83333333333333,8.491329479768787
41.5,-73.83333333333333,2.822857142857143
40.83333333333333,-73.83333333333333,0.0
40.166666666666664,-73.83333333333333,0.0
39.5,-73.83333333333333,0.0
38.83333333333333,-73.83333333333333,0.0
48.83333333333333,-101.16666666666666,2.1313868613138687
48.166666666666664,-101.16666666666666,4.78698224852071
47.5,-101.16666666666666,25.649122807017545
46.83333333333333,-101.16666666666666,86.4186046511628
46.166666666666664,-101.16666666666666,78.644578313253
45.5,-101.16666666666666,61.457142857142856
44.83333333333333,-101.16666666666666,49.55294117647059
44.166666666666664,-101.16666666666666,50.61849710982659
43.5,-101.16666666666666,53.971098265895954
42.83333333333333,-101.16666666666666,62.168539325842694
42.166666666666664,-101.16666666666666,65.1377245508982
41.5,-101.16666666666666,64.23563218390805
40.83333333333333,-101.16666666666666,65.89385474860335
40.166666666666664,-101.16666666666666,62.39655172413793
38.83333333333333,-101.16666666666666,50.69662921348315
39.5,-101.16666666666666,54.163841807909606
38.166666666666664,-101.16666666666666,63.77272727272727
36.83333333333333,-101.16666666666666,51.73184357541899
37.5,-101.16666666666666,73.25
36.166666666666664,-101.16666666666666,37.46629213483146
34.83333333333333,-101.16666666666666,18.694444444444443
35.5,-101.16666666666666,29.54189944134078
34.166666666666664,-101.16666666666666,13.2
33.5,-101.16666666666666,11.335164835164836
32.83333333333333,-101.16666666666666,6.314285714285714
32.166666666666664,-101.16666666666666,3.935828877005348
30.833333333333336,-101.16666666666666,2.5921787709497206
31.5,-101.16666666666666,3.0
30.166666666666668,-101.16666666666666,4.036842105263158
29.5,-101.16666666666666,5.0
44.166666666666664,-77.83333333333333,0.0
43.5,-77.83333333333333,0.0
42.83333333333333,-77.83333333333333,0.7441860465116279
42.166666666666664,-77.83333333333333,2.4508670520231215
41.5,-77.83333333333333,0.0
40.83333333333333,-77.83333333333333,0.0
40.166666666666664,-77.83333333333333,0.0
39.5,-77.83333333333333,0.0
38.83333333333333,-77.83333333333333,0.0
37.5,-77.83333333333333,0.0
38.166666666666664,-77.83333333333333,0.0
36.83333333333333,-77.83333333333333,0.055865921787709494
35.5,-77.83333333333333,12.751412429378531
36.166666666666664,-77.83333333333333,4.312849162011173
48.83333333333333,-105.16666666666666,10.372093023255815
34.83333333333333,-77.83333333333333,24.29050279329609
48.166666666666664,-105.16666666666666,15.567251461988304
34.166666666666664,-77.83333333333333,27.36
33.5,-77.83333333333333,18.677419354838708
47.5,-105.16666666666666,29.68208092485549
46.83333333333333,-105.16666666666666,54.03508771929825
46.166666666666664,-105.16666666666666,56.629411764705885
45.5,-105.16666666666666,44.115606936416185
44.83333333333333,-105.16666666666666,34.09356725146199
44.166666666666664,-105.16666666666666,33.79190751445087
43.5,-105.16666666666666,27.19298245614035
42.83333333333333,-105.16666666666666,22.28735632183908
42.166666666666664,-105.16666666666666,29.65142857142857
41.5,-105.16666666666666,40.628571428571426
40.83333333333333,-105.16666666666666,41.16
40.166666666666664,-105.16666666666666,37.10285714285714
38.83333333333333,-105.16666666666666,36.37714285714286
39.5,-105.16666666666666,39.994285714285716
38.166666666666664,-105.16666666666666,33.11797752808989
36.83333333333333,-105.16666666666666,41.764044943820224
