Lat,Lng, RH_201406062100
48.333333333333336,-91.0,38.988818181818196
47.66666666666667,-91.0,54.07892982456137
47.0,-91.0,76.6596011560695
46.333333333333336,-91.0,47.34109090909076
45.66666666666667,-91.0,50.558533742331136
45.0,-91.0,46.363818181818026
44.333333333333336,-91.0,44.05699999999985
43.66666666666667,-91.0,46.48619075144494
43.0,-91.0,47.43416763005765
42.333333333333336,-91.0,46.68631034482743
41.66666666666667,-91.0,45.10588268156409
41.0,-91.0,43.336940119760335
40.333333333333336,-91.0,47.55699999999986
39.66666666666667,-91.0,54.18056321839076
38.333333333333336,-91.0,62.10258011049732
39.0,-91.0,58.10128571428573
37.66666666666667,-91.0,68.49304651162801
36.333333333333336,-91.0,69.14033333333346
37.0,-91.0,70.78477777777793
35.66666666666667,-91.0,66.24033333333344
49.0,-118.33333333333334,20.629222222222232
35.0,-91.0,62.89839784946247
34.333333333333336,-91.0,61.160932584269716
48.333333333333336,-118.33333333333334,21.495235294117567
47.66666666666667,-118.33333333333334,15.648176470588195
33.66666666666667,-91.0,61.31842857142861
47.0,-118.33333333333334,15.601797687861229
33.0,-91.0,56.17796774193551
32.333333333333336,-91.0,51.7465604395604
46.333333333333336,-118.33333333333334,20.842294117646965
45.66666666666667,-118.33333333333334,28.004674418604534
31.666666666666664,-91.0,50.915465608465574
45.0,-118.33333333333334,28.359325581395233
30.333333333333332,-91.0,57.34802564102572
31.0,-91.0,55.898954022988484
44.333333333333336,-118.33333333333334,22.603511627906887
43.66666666666667,-118.33333333333334,16.000641618497067
29.666666666666664,-91.0,64.72688950276255
43.0,-118.33333333333334,14.864471264367783
29.0,-91.0,76.62614893617044
28.333333333333332,-91.0,80.34632584269684
42.333333333333336,-118.33333333333334,13.910448275862048
41.66666666666667,-118.33333333333334,13.766770114942513
41.0,-118.33333333333334,9.809857142857155
40.333333333333336,-118.33333333333334,8.747000000000012
39.66666666666667,-118.33333333333334,8.529857142857155
39.0,-118.33333333333334,9.32959887005651
37.66666666666667,-118.33333333333334,9.725994413407834
38.333333333333336,-118.33333333333334,9.205305084745776
37.0,-118.33333333333334,16.3691468926553
35.66666666666667,-118.33333333333334,16.712555555555507
36.333333333333336,-118.33333333333334,20.834777777777692
35.0,-118.33333333333334,14.99588888888885
33.66666666666667,-118.33333333333334,75.66454189944155
34.333333333333336,-118.33333333333334,35.856450549450386
33.0,-118.33333333333334,78.32575000000013
32.333333333333336,-118.33333333333334,79.667
47.0,-67.66666666666667,79.6879523809523
46.333333333333336,-67.66666666666667,78.96324999999989
45.66666666666667,-67.66666666666667,74.79243689320373
45.0,-67.66666666666667,74.22821212121225
44.333333333333336,-67.66666666666667,84.03825000000019
43.66666666666667,-67.66666666666667,90.20700000000001
49.66666666666667,-95.0,42.107000000000006
49.0,-95.0,48.19588888888875
48.333333333333336,-95.0,46.89222727272711
47.66666666666667,-95.0,52.65927272727266
47.0,-95.0,47.89222727272715
46.333333333333336,-95.0,46.574045454545306
45.66666666666667,-95.0,50.42821212121197
45.0,-95.0,51.556999999999924
44.333333333333336,-95.0,45.84639393939379
43.66666666666667,-95.0,43.89790909090894
43.0,-95.0,41.828212121211976
42.333333333333336,-95.0,45.99449999999984
41.66666666666667,-95.0,49.62215151515136
41.0,-95.0,49.74942424242409
40.333333333333336,-95.0,50.99790909090896
39.66666666666667,-95.0,49.50699999999984
38.333333333333336,-95.0,59.519121212121206
39.0,-95.0,52.216090909090795
37.66666666666667,-95.0,74.45851515151529
36.333333333333336,-95.0,83.75951396648067
37.0,-95.0,81.83427272727293
35.66666666666667,-95.0,79.98905128205153
49.0,-122.33333333333334,54.86255555555544
35.0,-95.0,74.45571794871816
34.333333333333336,-95.0,68.21469230769247
48.333333333333336,-122.33333333333334,56.14229411764702
47.66666666666667,-122.33333333333334,49.002906432748404
33.66666666666667,-95.0,63.12018681318689
47.0,-122.33333333333334,46.20111764705867
33.0,-95.0,59.58392307692317
32.333333333333336,-95.0,58.9275128205129
46.333333333333336,-122.33333333333334,40.34168208092472
45.66666666666667,-122.33333333333334,33.96397674418592
31.666666666666664,-95.0,55.19417948717953
45.0,-122.33333333333334,32.6151395348836
