Lat,Lng, TotalSvrProb_201406081200
47.5,-67.66666666666667,0.0
46.83333333333333,-67.66666666666667,0.0
46.166666666666664,-67.66666666666667,0.0
45.5,-67.66666666666667,0.0
44.83333333333333,-67.66666666666667,0.0
44.166666666666664,-67.66666666666667,0.0
49.5,-95.0,0.0
48.83333333333333,-95.0,0.0
48.166666666666664,-95.0,0.0
47.5,-95.0,0.0
46.83333333333333,-95.0,0.0
46.166666666666664,-95.0,0.0
45.5,-95.0,0.0
44.83333333333333,-95.0,0.0
44.166666666666664,-95.0,0.0
43.5,-95.0,0.0
42.83333333333333,-95.0,0.0
42.166666666666664,-95.0,0.0
41.5,-95.0,0.0
40.166666666666664,-95.0,0.0
40.83333333333333,-95.0,0.0
39.5,-95.0,0.0
38.166666666666664,-95.0,5.363636363636363
38.83333333333333,-95.0,1.4242424242424243
37.5,-95.0,13.857142857142858
36.166666666666664,-95.0,15.0
36.83333333333333,-95.0,15.0
35.5,-95.0,15.0
48.83333333333333,-122.33333333333334,0.0
34.83333333333333,-95.0,15.0
34.166666666666664,-95.0,13.296703296703297
48.166666666666664,-122.33333333333334,0.0
47.5,-122.33333333333334,0.0
33.5,-95.0,4.871794871794871
46.83333333333333,-122.33333333333334,0.0
32.166666666666664,-95.0,0.0
32.83333333333333,-95.0,0.23076923076923078
46.166666666666664,-122.33333333333334,0.0
45.5,-122.33333333333334,0.0
31.5,-95.0,0.0
44.83333333333333,-122.33333333333334,0.0
30.166666666666668,-95.0,0.0
30.833333333333336,-95.0,0.0
44.166666666666664,-122.33333333333334,0.0
43.5,-122.33333333333334,0.0
29.5,-95.0,0.0
42.83333333333333,-122.33333333333334,0.0
28.833333333333336,-95.0,0.0
42.166666666666664,-122.33333333333334,0.0
41.5,-122.33333333333334,0.0
40.83333333333333,-122.33333333333334,0.0
40.166666666666664,-122.33333333333334,0.0
39.5,-122.33333333333334,0.0
38.83333333333333,-122.33333333333334,0.0
37.5,-122.33333333333334,0.0
38.166666666666664,-122.33333333333334,0.0
36.83333333333333,-122.33333333333334,0.0
35.5,-122.33333333333334,0.0
36.166666666666664,-122.33333333333334,0.0
34.83333333333333,-122.33333333333334,0.0
45.5,-71.66666666666667,0.0
44.83333333333333,-71.66666666666667,0.0
44.166666666666664,-71.66666666666667,0.0
43.5,-71.66666666666667,0.0
42.83333333333333,-71.66666666666667,0.0
42.166666666666664,-71.66666666666667,0.0
41.5,-71.66666666666667,0.0
40.83333333333333,-71.66666666666667,0.0
48.83333333333333,-99.0,0.0
48.166666666666664,-99.0,0.0
47.5,-99.0,0.0
46.83333333333333,-99.0,0.0
46.166666666666664,-99.0,0.0
45.5,-99.0,0.0
44.83333333333333,-99.0,0.0
44.166666666666664,-99.0,0.0
43.5,-99.0,0.0
42.83333333333333,-99.0,0.0
42.166666666666664,-99.0,0.0
41.5,-99.0,0.0
40.166666666666664,-99.0,0.0
40.83333333333333,-99.0,0.0
39.5,-99.0,0.0
38.166666666666664,-99.0,0.0
38.83333333333333,-99.0,0.0
37.5,-99.0,0.8659217877094972
36.166666666666664,-99.0,15.0
36.83333333333333,-99.0,6.277777777777778
35.5,-99.0,15.0
34.83333333333333,-99.0,15.0
34.166666666666664,-99.0,15.0
33.5,-99.0,15.0
32.83333333333333,-99.0,9.23076923076923
32.166666666666664,-99.0,2.4444444444444446
31.5,-99.0,0.0
30.166666666666668,-99.0,0.0
30.833333333333336,-99.0,0.0
29.5,-99.0,0.0
28.166666666666668,-99.0,0.0
28.833333333333336,-99.0,0.0
27.5,-99.0,0.0
26.833333333333336,-99.0,0.0
26.166666666666668,-99.0,0.0
44.83333333333333,-75.66666666666667,0.0
44.166666666666664,-75.66666666666667,0.0
43.5,-75.66666666666667,0.0
42.83333333333333,-75.66666666666667,0.0
42.166666666666664,-75.66666666666667,0.0
41.5,-75.66666666666667,0.0
40.83333333333333,-75.66666666666667,0.0
40.166666666666664,-75.66666666666667,0.0
38.83333333333333,-75.66666666666667,0.0
39.5,-75.66666666666667,0.0
38.166666666666664,-75.66666666666667,0.0
36.83333333333333,-75.66666666666667,0.0
37.5,-75.66666666666667,0.0
36.166666666666664,-75.66666666666667,0.0
34.83333333333333,-75.66666666666667,0.0
35.5,-75.66666666666667,0.0
48.83333333333333,-103.0,0.0
48.166666666666664,-103.0,0.0
47.5,-103.0,0.0
46.83333333333333,-103.0,0.0
46.166666666666664,-103.0,0.0
45.5,-103.0,0.0
44.83333333333333,-103.0,0.0
44.166666666666664,-103.0,0.0
43.5,-103.0,0.0
42.83333333333333,-103.0,0.0
42.166666666666664,-103.0,0.0
41.5,-103.0,0.0
40.166666666666664,-103.0,0.0
40.83333333333333,-103.0,0.0
39.5,-103.0,0.0
38.166666666666664,-103.0,2.82122905027933
38.83333333333333,-103.0,0.0
37.5,-103.0,9.525139664804469
36.166666666666664,-103.0,15.0
36.83333333333333,-103.0,15.0
35.5,-103.0,15.0
34.83333333333333,-103.0,15.0
34.166666666666664,-103.0,15.0
33.5,-103.0,15.0
32.83333333333333,-103.0,10.944444444444445
32.166666666666664,-103.0,5.0
31.5,-103.0,5.0
30.166666666666668,-103.0,5.0
30.833333333333336,-103.0,5.0
29.5,-103.0,5.0
28.833333333333336,-103.0,5.0
42.83333333333333,-79.66666666666667,0.0
42.166666666666664,-79.66666666666667,0.0
41.5,-79.66666666666667,0.0
40.83333333333333,-79.66666666666667,0.0
40.166666666666664,-79.66666666666667,0.0
38.83333333333333,-79.66666666666667,0.0
39.5,-79.66666666666667,0.0
38.166666666666664,-79.66666666666667,0.0
36.83333333333333,-79.66666666666667,0.0
37.5,-79.66666666666667,0.0
36.166666666666664,-79.66666666666667,0.0
34.83333333333333,-79.66666666666667,0.0
35.5,-79.66666666666667,0.0
48.83333333333333,-107.0,0.0
48.166666666666664,-107.0,0.0
34.166666666666664,-79.66666666666667,0.0
47.5,-107.0,0.0
33.5,-79.66666666666667,0.0
32.83333333333333,-79.66666666666667,0.0
46.83333333333333,-107.0,0.0
46.166666666666664,-107.0,0.0
32.166666666666664,-79.66666666666667,0.0
45.5,-107.0,0.0
44.83333333333333,-107.0,0.0
44.166666666666664,-107.0,0.0
43.5,-107.0,0.0
42.83333333333333,-107.0,0.0
42.166666666666664,-107.0,0.0
41.5,-107.0,0.0
26.833333333333336,-79.66666666666667,0.0
27.5,-79.66666666666667,0.0
40.83333333333333,-107.0,0.0
40.166666666666664,-107.0,0.0
26.166666666666668,-79.66666666666667,0.0
39.5,-107.0,0.0
25.5,-79.66666666666667,0.0
38.166666666666664,-107.0,0.0
38.83333333333333,-107.0,0.0
37.5,-107.0,0.0
36.166666666666664,-107.0,0.0
36.83333333333333,-107.0,0.0
35.5,-107.0,0.0
34.83333333333333,-107.0,0.0
34.166666666666664,-107.0,0.0
33.5,-107.0,0.0
32.83333333333333,-107.0,0.0
32.166666666666664,-107.0,0.0
31.5,-107.0,0.0
46.166666666666664,-83.66666666666667,0.0
45.5,-83.66666666666667,0.0
44.83333333333333,-83.66666666666667,0.0
44.166666666666664,-83.66666666666667,0.0
43.5,-83.66666666666667,0.0
42.83333333333333,-83.66666666666667,0.0
42.166666666666664,-83.66666666666667,0.0
41.5,-83.66666666666667,0.0
40.83333333333333,-83.66666666666667,0.0
40.166666666666664,-83.66666666666667,0.0
38.83333333333333,-83.66666666666667,0.0
39.5,-83.66666666666667,0.0
38.166666666666664,-83.66666666666667,0.0
36.83333333333333,-83.66666666666667,0.0
37.5,-83.66666666666667,0.0
36.166666666666664,-83.66666666666667,0.0
35.5,-83.66666666666667,0.0
34.83333333333333,-83.66666666666667,0.0
48.83333333333333,-111.0,0.0
48.166666666666664,-111.0,0.0
34.166666666666664,-83.66666666666667,0.0
47.5,-111.0,0.0
33.5,-83.66666666666667,0.0
32.83333333333333,-83.66666666666667,0.0
46.83333333333333,-111.0,0.0
46.166666666666664,-111.0,0.0
32.166666666666664,-83.66666666666667,0.0
45.5,-111.0,0.0
30.833333333333336,-83.66666666666667,0.0
31.5,-83.66666666666667,0.0
44.83333333333333,-111.0,0.0
44.166666666666664,-111.0,0.0
30.166666666666668,-83.66666666666667,0.0
43.5,-111.0,0.0
29.5,-83.66666666666667,0.0
28.833333333333336,-83.66666666666667,0.0
42.83333333333333,-111.0,0.0
42.166666666666664,-111.0,0.0
41.5,-111.0,0.0
40.83333333333333,-111.0,0.0
40.166666666666664,-111.0,0.0
39.5,-111.0,0.0
38.166666666666664,-111.0,0.0
38.83333333333333,-111.0,0.0
37.5,-111.0,0.0
36.166666666666664,-111.0,0.0
36.83333333333333,-111.0,0.0
35.5,-111.0,0.0
34.83333333333333,-111.0,0.0
34.166666666666664,-111.0,0.0
33.5,-111.0,0.0
32.83333333333333,-111.0,0.0
32.166666666666664,-111.0,0.0
31.5,-111.0,0.0
48.166666666666664,-87.66666666666667,0.0
47.5,-87.66666666666667,0.0
46.83333333333333,-87.66666666666667,0.0
46.166666666666664,-87.66666666666667,0.0
45.5,-87.66666666666667,0.0
44.83333333333333,-87.66666666666667,0.0
44.166666666666664,-87.66666666666667,0.0
43.5,-87.66666666666667,0.0
42.83333333333333,-87.66666666666667,0.0
42.166666666666664,-87.66666666666667,0.0
41.5,-87.66666666666667,0.0
40.83333333333333,-87.66666666666667,0.0
40.166666666666664,-87.66666666666667,0.0
38.83333333333333,-87.66666666666667,0.0
39.5,-87.66666666666667,0.0
38.166666666666664,-87.66666666666667,0.0
36.83333333333333,-87.66666666666667,5.0
37.5,-87.66666666666667,2.2346368715083798
36.166666666666664,-87.66666666666667,5.0
35.5,-87.66666666666667,5.0
34.83333333333333,-87.66666666666667,5.0
48.83333333333333,-115.0,0.0
48.166666666666664,-115.0,0.0
34.166666666666664,-87.66666666666667,5.0
47.5,-115.0,0.0
33.5,-87.66666666666667,5.0
32.83333333333333,-87.66666666666667,5.0
46.83333333333333,-115.0,0.0
46.166666666666664,-115.0,0.0
32.166666666666664,-87.66666666666667,5.0
45.5,-115.0,0.0
30.833333333333336,-87.66666666666667,2.154696132596685
31.5,-87.66666666666667,5.0
44.83333333333333,-115.0,0.0
44.166666666666664,-115.0,0.0
30.166666666666668,-87.66666666666667,0.0
43.5,-115.0,0.0
42.83333333333333,-115.0,0.0
42.166666666666664,-115.0,0.0
41.5,-115.0,0.0
40.83333333333333,-115.0,0.0
40.166666666666664,-115.0,0.0
39.5,-115.0,0.0
38.166666666666664,-115.0,0.0
38.83333333333333,-115.0,0.0
37.5,-115.0,0.0
36.166666666666664,-115.0,0.0
36.83333333333333,-115.0,0.0
35.5,-115.0,0.0
34.166666666666664,-115.0,0.0
34.83333333333333,-115.0,0.0
33.5,-115.0,0.0
32.83333333333333,-115.0,0.0
32.166666666666664,-115.0,0.0
48.166666666666664,-91.66666666666667,0.0
47.5,-91.66666666666667,0.0
46.83333333333333,-91.66666666666667,0.0
46.166666666666664,-91.66666666666667,0.0
45.5,-91.66666666666667,0.0
44.83333333333333,-91.66666666666667,0.0
44.166666666666664,-91.66666666666667,0.0
43.5,-91.66666666666667,0.0
42.83333333333333,-91.66666666666667,0.0
42.166666666666664,-91.66666666666667,0.0
41.5,-91.66666666666667,0.0
40.83333333333333,-91.66666666666667,0.0
40.166666666666664,-91.66666666666667,0.0
38.83333333333333,-91.66666666666667,6.3259668508287294
39.5,-91.66666666666667,2.994186046511628
38.166666666666664,-91.66666666666667,15.0
36.83333333333333,-91.66666666666667,15.0
37.5,-91.66666666666667,15.0
36.166666666666664,-91.66666666666667,15.0
35.5,-91.66666666666667,15.0
34.83333333333333,-91.66666666666667,15.0
48.83333333333333,-119.0,0.0
48.166666666666664,-119.0,0.0
34.166666666666664,-91.66666666666667,9.216216216216216
47.5,-119.0,0.0
33.5,-91.66666666666667,2.953216374269006
32.83333333333333,-91.66666666666667,0.0
46.83333333333333,-119.0,0.0
46.166666666666664,-119.0,0.0
32.166666666666664,-91.66666666666667,0.0
45.5,-119.0,0.0
30.833333333333336,-91.66666666666667,0.0
31.5,-91.66666666666667,0.0
44.83333333333333,-119.0,0.0
44.166666666666664,-119.0,0.0
30.166666666666668,-91.66666666666667,0.0
43.5,-119.0,0.0
29.5,-91.66666666666667,0.0
28.833333333333336,-91.66666666666667,0.0
42.83333333333333,-119.0,0.0
42.166666666666664,-119.0,0.0
41.5,-119.0,0.0
40.83333333333333,-119.0,0.0
40.166666666666664,-119.0,0.0
39.5,-119.0,0.0
38.166666666666664,-119.0,0.0
38.83333333333333,-119.0,0.0
37.5,-119.0,0.0
36.166666666666664,-119.0,0.0
36.83333333333333,-119.0,0.0
35.5,-119.0,0.0
34.166666666666664,-119.0,0.0
34.83333333333333,-119.0,0.0
33.5,-119.0,0.0
32.83333333333333,-119.0,0.0
47.5,-68.33333333333334,0.0
46.83333333333333,-68.33333333333334,0.0
46.166666666666664,-68.33333333333334,0.0
45.5,-68.33333333333334,0.0
44.83333333333333,-68.33333333333334,0.0
44.166666666666664,-68.33333333333334,0.0
43.5,-68.33333333333334,0.0
48.83333333333333,-95.66666666666667,0.0
48.166666666666664,-95.66666666666667,0.0
47.5,-95.66666666666667,0.0
46.83333333333333,-95.66666666666667,0.0
46.166666666666664,-95.66666666666667,0.0
45.5,-95.66666666666667,0.0
44.83333333333333,-95.66666666666667,0.0
44.166666666666664,-95.66666666666667,0.0
43.5,-95.66666666666667,0.0
42.83333333333333,-95.66666666666667,0.0
42.166666666666664,-95.66666666666667,0.0
41.5,-95.66666666666667,0.0
40.83333333333333,-95.66666666666667,0.0
40.166666666666664,-95.66666666666667,0.0
38.83333333333333,-95.66666666666667,0.0
39.5,-95.66666666666667,0.0
38.166666666666664,-95.66666666666667,3.1666666666666665
36.83333333333333,-95.66666666666667,15.0
37.5,-95.66666666666667,7.764705882352941
36.166666666666664,-95.66666666666667,15.0
35.5,-95.66666666666667,15.0
34.83333333333333,-95.66666666666667,15.0
48.83333333333333,-123.0,0.0
48.166666666666664,-123.0,0.0
34.166666666666664,-95.66666666666667,14.941176470588236
47.5,-123.0,0.0
33.5,-95.66666666666667,5.555555555555555
32.83333333333333,-95.66666666666667,1.4166666666666667
46.83333333333333,-123.0,0.0
46.166666666666664,-123.0,0.0
32.166666666666664,-95.66666666666667,0.0
45.5,-123.0,0.0
30.833333333333336,-95.66666666666667,0.0
31.5,-95.66666666666667,0.0
44.83333333333333,-123.0,0.0
44.166666666666664,-123.0,0.0
30.166666666666668,-95.66666666666667,0.0
43.5,-123.0,0.0
29.5,-95.66666666666667,0.0
28.833333333333336,-95.66666666666667,0.0
42.83333333333333,-123.0,0.0
42.166666666666664,-123.0,0.0
28.166666666666668,-95.66666666666667,0.0
41.5,-123.0,0.0
40.83333333333333,-123.0,0.0
40.166666666666664,-123.0,0.0
39.5,-123.0,0.0
38.166666666666664,-123.0,0.0
38.83333333333333,-123.0,0.0
37.5,-123.0,0.0
36.83333333333333,-123.0,0.0
35.5,-123.0,0.0
44.83333333333333,-72.33333333333334,0.0
44.166666666666664,-72.33333333333334,0.0
43.5,-72.33333333333334,0.0
42.83333333333333,-72.33333333333334,0.0
42.166666666666664,-72.33333333333334,0.0
41.5,-72.33333333333334,0.0
40.83333333333333,-72.33333333333334,0.0
40.166666666666664,-72.33333333333334,0.0
48.83333333333333,-99.66666666666667,0.0
48.166666666666664,-99.66666666666667,0.0
47.5,-99.66666666666667,0.0
46.83333333333333,-99.66666666666667,0.0
46.166666666666664,-99.66666666666667,0.0
45.5,-99.66666666666667,0.0
44.83333333333333,-99.66666666666667,0.0
44.166666666666664,-99.66666666666667,0.0
43.5,-99.66666666666667,0.0
42.83333333333333,-99.66666666666667,0.0
42.166666666666664,-99.66666666666667,0.0
41.5,-99.66666666666667,0.0
40.83333333333333,-99.66666666666667,0.0
40.166666666666664,-99.66666666666667,0.0
38.83333333333333,-99.66666666666667,0.0
39.5,-99.66666666666667,0.0
38.166666666666664,-99.66666666666667,0.0
36.83333333333333,-99.66666666666667,5.898876404494382
37.5,-99.66666666666667,1.0919540229885059
36.166666666666664,-99.66666666666667,15.0
35.5,-99.66666666666667,15.0
34.83333333333333,-99.66666666666667,15.0
34.166666666666664,-99.66666666666667,15.0
33.5,-99.66666666666667,15.0
32.83333333333333,-99.66666666666667,11.123595505617978
32.166666666666664,-99.66666666666667,3.736559139784946
30.833333333333336,-99.66666666666667,0.0
31.5,-99.66666666666667,0.0
30.166666666666668,-99.66666666666667,0.0
29.5,-99.66666666666667,0.0
28.833333333333336,-99.66666666666667,0.0
28.166666666666668,-99.66666666666667,0.0
27.5,-99.66666666666667,0.0
26.833333333333336,-99.66666666666667,0.0
44.166666666666664,-76.33333333333334,0.0
43.5,-76.33333333333334,0.0
42.83333333333333,-76.33333333333334,0.0
42.166666666666664,-76.33333333333334,0.0
41.5,-76.33333333333334,0.0
40.83333333333333,-76.33333333333334,0.0
40.166666666666664,-76.33333333333334,0.0
39.5,-76.33333333333334,0.0
38.83333333333333,-76.33333333333334,0.0
37.5,-76.33333333333334,0.0
38.166666666666664,-76.33333333333334,0.0
36.83333333333333,-76.33333333333334,0.0
35.5,-76.33333333333334,0.0
36.166666666666664,-76.33333333333334,0.0
48.83333333333333,-103.66666666666667,0.0
34.83333333333333,-76.33333333333334,0.0
48.166666666666664,-103.66666666666667,0.0
34.166666666666664,-76.33333333333334,0.0
47.5,-103.66666666666667,0.0
46.83333333333333,-103.66666666666667,0.0
46.166666666666664,-103.66666666666667,0.0
45.5,-103.66666666666667,0.0
44.83333333333333,-103.66666666666667,0.0
44.166666666666664,-103.66666666666667,0.0
43.5,-103.66666666666667,0.0
42.83333333333333,-103.66666666666667,0.0
42.166666666666664,-103.66666666666667,0.0
41.5,-103.66666666666667,0.0
40.83333333333333,-103.66666666666667,0.0
40.166666666666664,-103.66666666666667,0.0
38.83333333333333,-103.66666666666667,0.0
39.5,-103.66666666666667,0.0
38.166666666666664,-103.66666666666667,4.661016949152542
36.83333333333333,-103.66666666666667,15.0
37.5,-103.66666666666667,9.659090909090908
36.166666666666664,-103.66666666666667,15.0
35.5,-103.66666666666667,15.0
34.83333333333333,-103.66666666666667,15.0
34.166666666666664,-103.66666666666667,15.0
33.5,-103.66666666666667,13.695652173913043
32.83333333333333,-103.66666666666667,5.706521739130435
32.166666666666664,-103.66666666666667,5.0
30.833333333333336,-103.66666666666667,5.0
31.5,-103.66666666666667,4.9728260869565215
30.166666666666668,-103.66666666666667,5.0
29.5,-103.66666666666667,5.0
28.833333333333336,-103.66666666666667,5.0
42.166666666666664,-80.33333333333334,0.0
41.5,-80.33333333333334,0.0
40.83333333333333,-80.33333333333334,0.0
39.5,-80.33333333333334,0.0
40.166666666666664,-80.33333333333334,0.0
38.83333333333333,-80.33333333333334,0.0
37.5,-80.33333333333334,0.0
38.166666666666664,-80.33333333333334,0.0
36.83333333333333,-80.33333333333334,0.0
35.5,-80.33333333333334,0.0
36.166666666666664,-80.33333333333334,0.0
48.83333333333333,-107.66666666666667,0.0
34.83333333333333,-80.33333333333334,0.0
48.166666666666664,-107.66666666666667,0.0
34.166666666666664,-80.33333333333334,0.0
33.5,-80.33333333333334,0.0
47.5,-107.66666666666667,0.0
46.83333333333333,-107.66666666666667,0.0
32.83333333333333,-80.33333333333334,0.0
46.166666666666664,-107.66666666666667,0.0
32.166666666666664,-80.33333333333334,0.0
31.5,-80.33333333333334,0.0
45.5,-107.66666666666667,0.0
44.83333333333333,-107.66666666666667,0.0
44.166666666666664,-107.66666666666667,0.0
29.5,-80.33333333333334,0.0
43.5,-107.66666666666667,0.0
42.83333333333333,-107.66666666666667,0.0
28.833333333333336,-80.33333333333334,0.0
42.166666666666664,-107.66666666666667,0.0
27.5,-80.33333333333334,0.0
28.166666666666668,-80.33333333333334,0.0
41.5,-107.66666666666667,0.0
40.83333333333333,-107.66666666666667,0.0
26.833333333333336,-80.33333333333334,0.0
40.166666666666664,-107.66666666666667,0.0
26.166666666666668,-80.33333333333334,0.0
25.5,-80.33333333333334,0.0
38.83333333333333,-107.66666666666667,0.0
39.5,-107.66666666666667,0.0
24.833333333333336,-80.33333333333334,0.0
38.166666666666664,-107.66666666666667,0.0
24.166666666666668,-80.33333333333334,0.0
36.83333333333333,-107.66666666666667,0.0
37.5,-107.66666666666667,0.0
36.166666666666664,-107.66666666666667,0.0
34.83333333333333,-107.66666666666667,0.0
35.5,-107.66666666666667,0.0
34.166666666666664,-107.66666666666667,0.0
33.5,-107.66666666666667,0.0
32.83333333333333,-107.66666666666667,0.0
32.166666666666664,-107.66666666666667,0.0
31.5,-107.66666666666667,0.0
46.166666666666664,-84.33333333333334,0.0
45.5,-84.33333333333334,0.0
44.83333333333333,-84.33333333333334,0.0
44.166666666666664,-84.33333333333334,0.0
43.5,-84.33333333333334,0.0
42.83333333333333,-84.33333333333334,0.0
42.166666666666664,-84.33333333333334,0.0
41.5,-84.33333333333334,0.0
40.83333333333333,-84.33333333333334,0.0
39.5,-84.33333333333334,0.0
40.166666666666664,-84.33333333333334,0.0
38.83333333333333,-84.33333333333334,0.0
37.5,-84.33333333333334,0.0
38.166666666666664,-84.33333333333334,0.0
36.83333333333333,-84.33333333333334,0.0
35.5,-84.33333333333334,0.0
36.166666666666664,-84.33333333333334,0.0
48.83333333333333,-111.66666666666667,0.0
34.83333333333333,-84.33333333333334,0.0
48.166666666666664,-111.66666666666667,0.0
34.166666666666664,-84.33333333333334,0.35714285714285715
33.5,-84.33333333333334,0.0273224043715847
47.5,-111.66666666666667,0.0
46.83333333333333,-111.66666666666667,0.0
32.83333333333333,-84.33333333333334,0.0
46.166666666666664,-111.66666666666667,0.0
31.5,-84.33333333333334,0.0
32.166666666666664,-84.33333333333334,0.0
45.5,-111.66666666666667,0.0
44.83333333333333,-111.66666666666667,0.0
30.833333333333336,-84.33333333333334,0.0
44.166666666666664,-111.66666666666667,0.0
29.5,-84.33333333333334,0.0
30.166666666666668,-84.33333333333334,0.0
43.5,-111.66666666666667,0.0
42.83333333333333,-111.66666666666667,0.0
42.166666666666664,-111.66666666666667,0.0
41.5,-111.66666666666667,0.0
40.83333333333333,-111.66666666666667,0.0
40.166666666666664,-111.66666666666667,0.0
38.83333333333333,-111.66666666666667,0.0
39.5,-111.66666666666667,0.0
38.166666666666664,-111.66666666666667,0.0
36.83333333333333,-111.66666666666667,0.0
37.5,-111.66666666666667,0.0
36.166666666666664,-111.66666666666667,0.0
34.83333333333333,-111.66666666666667,0.0
35.5,-111.66666666666667,0.0
34.166666666666664,-111.66666666666667,0.0
33.5,-111.66666666666667,0.0
32.83333333333333,-111.66666666666667,0.0
32.166666666666664,-111.66666666666667,0.0
31.5,-111.66666666666667,0.0
48.166666666666664,-88.33333333333334,0.0
47.5,-88.33333333333334,0.0
46.83333333333333,-88.33333333333334,0.0
46.166666666666664,-88.33333333333334,0.0
45.5,-88.33333333333334,0.0
44.83333333333333,-88.33333333333334,0.0
44.166666666666664,-88.33333333333334,0.0
43.5,-88.33333333333334,0.0
42.83333333333333,-88.33333333333334,0.0
42.166666666666664,-88.33333333333334,0.0
41.5,-88.33333333333334,0.0
40.83333333333333,-88.33333333333334,0.0
39.5,-88.33333333333334,0.0
40.166666666666664,-88.33333333333334,0.0
38.83333333333333,-88.33333333333334,0.0
37.5,-88.33333333333334,4.916666666666667
38.166666666666664,-88.33333333333334,1.1299435028248588
36.83333333333333,-88.33333333333334,8.651685393258427
35.5,-88.33333333333334,11.483516483516484
36.166666666666664,-88.33333333333334,12.513812154696133
48.83333333333333,-115.66666666666667,0.0
34.83333333333333,-88.33333333333334,8.068181818181818
48.166666666666664,-115.66666666666667,0.0
34.166666666666664,-88.33333333333334,5.0
33.5,-88.33333333333334,5.0
47.5,-115.66666666666667,0.0
46.83333333333333,-115.66666666666667,0.0
32.83333333333333,-88.33333333333334,5.0
46.166666666666664,-115.66666666666667,0.0
31.5,-88.33333333333334,4.351351351351352
32.166666666666664,-88.33333333333334,5.0
45.5,-115.66666666666667,0.0
44.83333333333333,-115.66666666666667,0.0
30.833333333333336,-88.33333333333334,0.44502617801047123
44.166666666666664,-115.66666666666667,0.0
30.166666666666668,-88.33333333333334,0.0
29.5,-88.33333333333334,0.0
43.5,-115.66666666666667,0.0
42.83333333333333,-115.66666666666667,0.0
28.833333333333336,-88.33333333333334,0.0
42.166666666666664,-115.66666666666667,0.0
41.5,-115.66666666666667,0.0
40.83333333333333,-115.66666666666667,0.0
40.166666666666664,-115.66666666666667,0.0
38.83333333333333,-115.66666666666667,0.0
39.5,-115.66666666666667,0.0
38.166666666666664,-115.66666666666667,0.0
36.83333333333333,-115.66666666666667,0.0
37.5,-115.66666666666667,0.0
36.166666666666664,-115.66666666666667,0.0
34.83333333333333,-115.66666666666667,0.0
35.5,-115.66666666666667,0.0
34.166666666666664,-115.66666666666667,0.0
33.5,-115.66666666666667,0.0
32.83333333333333,-115.66666666666667,0.0
48.83333333333333,-92.33333333333334,0.0
48.166666666666664,-92.33333333333334,0.0
47.5,-92.33333333333334,0.0
46.83333333333333,-92.33333333333334,0.0
46.166666666666664,-92.33333333333334,0.0
45.5,-92.33333333333334,0.0
44.83333333333333,-92.33333333333334,0.0
44.166666666666664,-92.33333333333334,0.0
43.5,-92.33333333333334,0.0
42.83333333333333,-92.33333333333334,0.0
42.166666666666664,-92.33333333333334,0.0
41.5,-92.33333333333334,0.0
40.83333333333333,-92.33333333333334,0.0
39.5,-92.33333333333334,3.4324324324324325
40.166666666666664,-92.33333333333334,0.0
38.83333333333333,-92.33333333333334,6.193181818181818
37.5,-92.33333333333334,15.0
38.166666666666664,-92.33333333333334,15.0
36.83333333333333,-92.33333333333334,15.0
35.5,-92.33333333333334,15.0
36.166666666666664,-92.33333333333334,15.0
48.83333333333333,-119.66666666666667,0.0
34.83333333333333,-92.33333333333334,15.0
48.166666666666664,-119.66666666666667,0.0
