Lat,Lng, WindGust_201406062100
27.333333333333332,-111.33333333333333,13.997920212765962
26.666666666666668,-111.33333333333333,11.012912280701748
26.0,-111.33333333333333,7.24082142857143
24.666666666666668,-111.33333333333333,5.626333333333334
25.333333333333332,-111.33333333333333,3.1748333333333334
24.0,-111.33333333333333,7.18254748603353
23.333333333333332,-111.33333333333333,6.9588556701031
22.666666666666668,-111.33333333333333,7.090204081632681
22.0,-111.33333333333333,6.998000000000026
48.666666666666664,-88.0,9.546730158730158
48.0,-88.0,10.078848837209284
47.333333333333336,-88.0,6.739549132947978
46.666666666666664,-88.0,7.442982658959543
46.0,-88.0,8.344982248520731
45.333333333333336,-88.0,9.681953216374275
44.666666666666664,-88.0,11.990971428571392
44.0,-88.0,11.574202380952352
43.333333333333336,-88.0,10.643634285714263
42.666666666666664,-88.0,9.532818181818174
42.0,-88.0,7.886751445086703
41.333333333333336,-88.0,4.3363720930232486
40.666666666666664,-88.0,4.046344827586215
39.333333333333336,-88.0,6.889396648044714
40.0,-88.0,5.429764044943826
38.666666666666664,-88.0,4.567056818181817
37.333333333333336,-88.0,2.5700112994350275
38.0,-88.0,2.7759885714285706
36.666666666666664,-88.0,3.3492067039106175
35.333333333333336,-88.0,4.7090112359550576
36.0,-88.0,3.922960451977398
34.666666666666664,-88.0,3.156695652173906
33.333333333333336,-88.0,7.962337078651704
34.0,-88.0,7.23298901098904
32.666666666666664,-88.0,7.91659340659343
32.0,-88.0,5.836715789473684
31.333333333333332,-88.0,4.461186813186804
30.666666666666668,-88.0,11.23473480662985
30.0,-88.0,14.223005263157933
29.333333333333332,-88.0,7.506342245989308
28.666666666666668,-88.0,5.78561290322581
28.0,-88.0,5.602389473684204
27.333333333333332,-88.0,7.8992566844919985
26.666666666666668,-88.0,11.304443298969051
25.333333333333332,-88.0,13.996000000000052
26.0,-88.0,13.201952631578893
24.666666666666668,-88.0,13.996000000000052
24.0,-88.0,13.237873015873028
23.333333333333332,-88.0,11.93433499999999
22.666666666666668,-88.0,13.283431137724538
49.333333333333336,-119.33333333333333,8.682666666666668
48.666666666666664,-119.33333333333333,6.401232558139538
48.0,-119.33333333333333,4.229541176470579
47.333333333333336,-119.33333333333333,5.079176470588226
46.666666666666664,-119.33333333333333,5.765754385964929
46.0,-119.33333333333333,8.128232558139548
45.333333333333336,-119.33333333333333,10.53202325581396
44.666666666666664,-119.33333333333333,10.938566473988429
44.0,-119.33333333333333,11.343465116279031
43.333333333333336,-119.33333333333333,12.671406976744178
42.666666666666664,-119.33333333333333,14.07972413793101
42.0,-119.33333333333333,15.915091954022994
41.333333333333336,-119.33333333333333,13.141212643678186
40.666666666666664,-119.33333333333333,11.607748571428552
40.0,-119.33333333333333,15.929390804597721
38.666666666666664,-119.33333333333333,14.7525965909091
39.333333333333336,-119.33333333333333,15.160056179775287
38.0,-119.33333333333333,11.049355932203417
36.666666666666664,-119.33333333333333,10.596826815642444
37.333333333333336,-119.33333333333333,10.953061452513952
36.0,-119.33333333333333,10.692384180790942
34.666666666666664,-119.33333333333333,15.09526666666667
35.333333333333336,-119.33333333333333,9.386497237569053
34.0,-119.33333333333333,16.370137362637365
32.666666666666664,-119.33333333333333,18.18373626373626
