Lat,Lng, T_201406061800
41.5,-102.66666666666667,73.34805714285716
40.83333333333333,-102.66666666666667,74.35421052631588
40.166666666666664,-102.66666666666667,74.9622543352603
38.83333333333333,-102.66666666666667,74.59147727272749
39.5,-102.66666666666667,74.58118644067811
38.166666666666664,-102.66666666666667,73.91067415730353
36.83333333333333,-102.66666666666667,77.12254237288123
37.5,-102.66666666666667,72.01078212290493
36.166666666666664,-102.66666666666667,80.97839779005506
34.83333333333333,-102.66666666666667,87.16099999999983
35.5,-102.66666666666667,85.05153846153861
34.166666666666664,-102.66666666666667,87.96999999999981
33.5,-102.66666666666667,88.94573033707846
32.83333333333333,-102.66666666666667,91.49193548387096
32.166666666666664,-102.66666666666667,94.19786885245907
30.833333333333336,-102.66666666666667,94.8267021276595
31.5,-102.66666666666667,96.54081967213108
30.166666666666668,-102.66666666666667,92.70278688524603
29.5,-102.66666666666667,98.486
44.83333333333333,-79.33333333333333,71.015
43.5,-79.33333333333333,59.424285714285716
42.83333333333333,-79.33333333333333,63.23
42.166666666666664,-79.33333333333333,67.1613636363636
41.5,-79.33333333333333,69.60920000000007
40.83333333333333,-79.33333333333333,72.29274285714274
40.166666666666664,-79.33333333333333,69.85605714285717
39.5,-79.33333333333333,70.40545454545445
38.83333333333333,-79.33333333333333,73.84288135593218
37.5,-79.33333333333333,77.2515909090908
38.166666666666664,-79.33333333333333,75.79440677966097
36.83333333333333,-79.33333333333333,78.93348314606727
35.5,-79.33333333333333,83.54700000000032
36.166666666666664,-79.33333333333333,81.13699999999973
48.83333333333333,-106.66666666666667,55.19890625000002
34.83333333333333,-79.33333333333333,83.00700000000006
48.166666666666664,-106.66666666666667,58.60127906976753
34.166666666666664,-79.33333333333333,81.39592178770953
33.5,-79.33333333333333,79.91393442622935
47.5,-106.66666666666667,58.37312138728322
46.83333333333333,-106.66666666666667,55.00751479289944
32.83333333333333,-79.33333333333333,81.65086330935242
46.166666666666664,-106.66666666666667,54.73774566473987
45.5,-106.66666666666667,53.329999999999956
44.83333333333333,-106.66666666666667,53.43631578947367
44.166666666666664,-106.66666666666667,56.20686046511635
43.5,-106.66666666666667,59.64368421052628
42.83333333333333,-106.66666666666667,61.467028571428486
28.833333333333336,-79.33333333333333,79.1173684210526
42.166666666666664,-106.66666666666667,67.87172413793101
28.166666666666668,-79.33333333333333,79.07000000000005
27.5,-79.33333333333333,79.06999999999985
41.5,-106.66666666666667,67.51774566473983
40.83333333333333,-106.66666666666667,63.604237288135614
26.833333333333336,-79.33333333333333,79.06797752808973
40.166666666666664,-106.66666666666667,63.696971428571416
25.5,-79.33333333333333,79.3244827586205
26.166666666666668,-79.33333333333333,79.06999999999982
38.83333333333333,-106.66666666666667,58.23247191011235
39.5,-106.66666666666667,61.421771428571375
24.833333333333336,-79.33333333333333,80.29961038961042
38.166666666666664,-106.66666666666667,64.02078651685392
24.166666666666668,-79.33333333333333,83.93
36.83333333333333,-106.66666666666667,72.61916201117317
37.5,-106.66666666666667,62.443522727272715
36.166666666666664,-106.66666666666667,76.40254237288133
34.83333333333333,-106.66666666666667,86.75758241758236
35.5,-106.66666666666667,83.83849162011171
34.166666666666664,-106.66666666666667,89.68099999999998
33.5,-106.66666666666667,90.68646408839787
32.83333333333333,-106.66666666666667,90.63032786885239
32.166666666666664,-106.66666666666667,93.65880434782615
31.5,-106.66666666666667,95.27
46.166666666666664,-83.33333333333333,60.71514285714289
45.5,-83.33333333333333,53.53197674418607
44.83333333333333,-83.33333333333333,63.85210526315789
44.166666666666664,-83.33333333333333,65.3005263157895
43.5,-83.33333333333333,74.41105263157907
42.83333333333333,-83.33333333333333,77.40988571428564
42.166666666666664,-83.33333333333333,76.42707317073157
41.5,-83.33333333333333,74.61578034682088
40.83333333333333,-83.33333333333333,77.53949152542357
39.5,-83.33333333333333,76.51811428571429
40.166666666666664,-83.33333333333333,76.84828571428564
38.83333333333333,-83.33333333333333,77.47224719101114
37.5,-83.33333333333333,79.06074285714274
38.166666666666664,-83.33333333333333,77.57539325842683
36.83333333333333,-83.33333333333333,78.34396648044678
35.5,-83.33333333333333,76.91100558659207
36.166666666666664,-83.33333333333333,80.78661016949128
48.83333333333333,-110.66666666666667,56.262781954887195
34.83333333333333,-83.33333333333333,80.91846153846153
48.166666666666664,-110.66666666666667,58.39329411764708
34.166666666666664,-83.33333333333333,87.47499999999985
33.5,-83.33333333333333,89.54779005524837
47.5,-110.66666666666667,56.47576470588239
46.83333333333333,-110.66666666666667,49.2649132947977
32.83333333333333,-83.33333333333333,90.42956521739127
46.166666666666664,-110.66666666666667,51.14564705882355
32.166666666666664,-83.33333333333333,90.82576086956544
31.5,-83.33333333333333,90.12573770491781
45.5,-110.66666666666667,50.00523255813953
44.83333333333333,-110.66666666666667,55.16894736842108
30.833333333333336,-83.33333333333333,91.42189189189199
44.166666666666664,-110.66666666666667,57.390344827586226
29.5,-83.33333333333333,83.05612903225799
30.166666666666668,-83.33333333333333,89.6737234042553
43.5,-110.66666666666667,59.351627906976766
42.83333333333333,-110.66666666666667,58.38674418604645
28.833333333333336,-83.33333333333333,78.68275675675655
42.166666666666664,-110.66666666666667,64.34681818181818
28.166666666666668,-83.33333333333333,78.50702127659557
27.5,-83.33333333333333,78.8117391304346
41.5,-110.66666666666667,69.52999999999986
40.83333333333333,-110.66666666666667,59.39548571428578
26.833333333333336,-83.33333333333333,79.06999999999988
40.166666666666664,-110.66666666666667,67.67857142857136
26.166666666666668,-83.33333333333333,78.93499999999996
38.83333333333333,-110.66666666666667,79.10355932203386
39.5,-110.66666666666667,75.56715909090907
24.833333333333336,-83.33333333333333,82.98591836734703
38.166666666666664,-110.66666666666667,80.82728813559332
24.166666666666668,-83.33333333333333,82.58999999999993
23.5,-83.33333333333333,81.95000000000002
36.83333333333333,-110.66666666666667,81.23707865168541
37.5,-110.66666666666667,83.43704545454558
36.166666666666664,-110.66666666666667,83.7990000000001
34.83333333333333,-110.66666666666667,84.28199999999993
35.5,-110.66666666666667,85.02800000000009
34.166666666666664,-110.66666666666667,83.14061452513967
33.5,-110.66666666666667,89.09000000000002
32.83333333333333,-110.66666666666667,89.51098360655733
32.166666666666664,-110.66666666666667,92.93098901098898
31.5,-110.66666666666667,87.68904109589045
48.83333333333333,-87.33333333333333,43.83441558441558
48.166666666666664,-87.33333333333333,40.97458823529404
47.5,-87.33333333333333,44.68258823529412
46.83333333333333,-87.33333333333333,51.498047337278095
46.166666666666664,-87.33333333333333,75.58861271676304
45.5,-87.33333333333333,68.88116279069763
