Lat,Lng, WindSpd_201406062100
27.333333333333332,-111.33333333333333,11.021063829787208
26.666666666666668,-111.33333333333333,8.313122807017544
26.0,-111.33333333333333,5.192857142857146
24.666666666666668,-111.33333333333333,4.006444444444444
25.333333333333332,-111.33333333333333,1.7819166666666668
24.0,-111.33333333333333,5.263608938547476
23.333333333333332,-111.33333333333333,4.993881443298959
22.666666666666668,-111.33333333333333,5.140290816326513
22.0,-111.33333333333333,5.053999999999982
48.666666666666664,-88.0,7.777142857142875
48.0,-88.0,8.59047674418605
47.333333333333336,-88.0,5.188843930635822
46.666666666666664,-88.0,4.74166473988439
46.0,-88.0,4.864236686390527
45.333333333333336,-88.0,5.655391812865489
44.666666666666664,-88.0,7.658960000000016
44.0,-88.0,7.149583333333347
43.333333333333336,-88.0,7.575645714285721
42.666666666666664,-88.0,7.130545454545466
42.0,-88.0,6.213722543352606
41.333333333333336,-88.0,3.1939418604651135
40.666666666666664,-88.0,2.9326896551724153
39.333333333333336,-88.0,5.075720670391042
40.0,-88.0,4.2775617977528055
38.666666666666664,-88.0,3.727602272727263
37.333333333333336,-88.0,2.5700112994350275
38.0,-88.0,2.7759885714285706
36.666666666666664,-88.0,3.1027039106145273
35.333333333333336,-88.0,4.212089887640447
36.0,-88.0,3.472655367231638
34.666666666666664,-88.0,3.156695652173906
33.333333333333336,-88.0,6.009617977528076
34.0,-88.0,5.588065934065922
32.666666666666664,-88.0,5.9725934065933926
32.0,-88.0,5.222821052631557
31.333333333333332,-88.0,4.461186813186804
30.666666666666668,-88.0,8.594972375690645
30.0,-88.0,10.896052631578945
29.333333333333332,-88.0,6.010459893048134
28.666666666666668,-88.0,4.086430107526883
28.0,-88.0,3.574689473684223
27.333333333333332,-88.0,5.932427807486617
26.666666666666668,-88.0,8.318649484536092
25.333333333333332,-88.0,11.079999999999972
26.0,-88.0,10.150168421052623
24.666666666666668,-88.0,11.079999999999972
24.0,-88.0,10.220269841269813
23.333333333333332,-88.0,8.850595000000006
22.666666666666668,-88.0,10.267562874251498
49.333333333333336,-119.33333333333333,7.646000000000001
48.666666666666664,-119.33333333333333,6.150325581395356
48.0,-119.33333333333333,4.229541176470579
47.333333333333336,-119.33333333333333,5.079176470588226
46.666666666666664,-119.33333333333333,5.2143859649122914
46.0,-119.33333333333333,7.156232558139555
45.333333333333336,-119.33333333333333,9.520546511627925
44.666666666666664,-119.33333333333333,9.909375722543357
44.0,-119.33333333333333,9.56006976744185
43.333333333333336,-119.33333333333333,9.31604651162791
42.666666666666664,-119.33333333333333,10.101574712643673
42.0,-119.33333333333333,11.285666666666646
41.333333333333336,-119.33333333333333,9.244655172413776
40.666666666666664,-119.33333333333333,7.57564571428573
40.0,-119.33333333333333,10.455632183908039
38.666666666666664,-119.33333333333333,9.690874999999993
39.333333333333336,-119.33333333333333,9.978370786516837
