Lat,Lng, WindDir_201406062100
27.333333333333332,-111.33333333333333,2.357708680893579
26.666666666666668,-111.33333333333333,2.075175964979519
26.0,-111.33333333333333,2.1745516343247964
24.666666666666668,-111.33333333333333,2.2049380190508105
25.333333333333332,-111.33333333333333,1.3633905006683522
24.0,-111.33333333333333,-2.606874695052343
23.333333333333332,-111.33333333333333,-2.1677774317123504
22.666666666666668,-111.33333333333333,-1.938777212155928
22.0,-111.33333333333333,-1.8568183131640346
48.666666666666664,-88.0,2.6769487270314447
48.0,-88.0,-3.0309920447776135
47.333333333333336,-88.0,2.8775239890822784
46.666666666666664,-88.0,-0.13095063388487566
46.0,-88.0,-1.876025770379104
45.333333333333336,-88.0,-2.49294286408108
44.666666666666664,-88.0,-2.632904783569884
44.0,-88.0,-2.9001966089838245
43.333333333333336,-88.0,2.8862613592194952
42.666666666666664,-88.0,2.435708648956832
42.0,-88.0,2.0176198627361672
41.333333333333336,-88.0,2.252296464157626
40.666666666666664,-88.0,2.5409019285856225
39.333333333333336,-88.0,2.129042956526709
40.0,-88.0,2.6406810360860726
38.666666666666664,-88.0,1.5499675289271364
37.333333333333336,-88.0,0.9014421734601151
38.0,-88.0,1.3754846679430361
36.666666666666664,-88.0,0.5699356845629663
35.333333333333336,-88.0,-0.568841932125542
36.0,-88.0,0.3444796169896289
34.666666666666664,-88.0,0.41645342304397137
33.333333333333336,-88.0,-0.9796338543452298
34.0,-88.0,-1.302180440748206
32.666666666666664,-88.0,-1.13358469197169
32.0,-88.0,-2.0195080691881193
31.333333333333332,-88.0,-2.203717643830581
30.666666666666668,-88.0,-2.481374717566291
30.0,-88.0,-2.5168523620455585
29.333333333333332,-88.0,-2.626342023639742
28.666666666666668,-88.0,-3.077382407134121
28.0,-88.0,2.3785609087886646
27.333333333333332,-88.0,1.8770898876994295
26.666666666666668,-88.0,1.6604069727099753
25.333333333333332,-88.0,1.5707963267948966
26.0,-88.0,1.5707963267948966
24.666666666666668,-88.0,1.5707963267948966
24.0,-88.0,1.5733785352889682
23.333333333333332,-88.0,1.8145501687134598
22.666666666666668,-88.0,2.014354585224875
49.333333333333336,-119.33333333333333,0.40717768836665336
48.666666666666664,-119.33333333333333,0.17145314492857844
48.0,-119.33333333333333,-0.7708238132299512
47.333333333333336,-119.33333333333333,-1.7072203892197195
46.666666666666664,-119.33333333333333,-0.4781782118421807
46.0,-119.33333333333333,0.05355705415223791
45.333333333333336,-119.33333333333333,0.02853469860165084
44.666666666666664,-119.33333333333333,0.15839657995673573
44.0,-119.33333333333333,-0.0750931965646347
43.333333333333336,-119.33333333333333,-0.4372281966577286
42.666666666666664,-119.33333333333333,-0.2537825130152254
42.0,-119.33333333333333,0.03294974236407642
41.333333333333336,-119.33333333333333,0.03760777474276668
40.666666666666664,-119.33333333333333,0.4823370398150222
40.0,-119.33333333333333,-0.37612723599136666
38.666666666666664,-119.33333333333333,-0.008810104335848737
39.333333333333336,-119.33333333333333,0.03269995810955688
38.0,-119.33333333333333,-0.6006566127116011
36.666666666666664,-119.33333333333333,-1.125644991850968
37.333333333333336,-119.33333333333333,-1.7336915581447223
36.0,-119.33333333333333,-0.8096134546593972
34.666666666666664,-119.33333333333333,-0.9385455847787854
35.333333333333336,-119.33333333333333,-0.5654080714238003
34.0,-119.33333333333333,-1.5298181393956927
32.666666666666664,-119.33333333333333,-1.2137937962812562
33.333333333333336,-119.33333333333333,-1.220776286169329
32.0,-119.33333333333333,-1.0471975511965979
30.666666666666668,-119.33333333333333,-0.7591628367304386
31.333333333333332,-119.33333333333333,-0.9042541684060585
30.0,-119.33333333333333,-0.6557003399987362
29.333333333333332,-119.33333333333333,-0.534260811147953
28.666666666666668,-119.33333333333333,-0.3827947618072831
28.0,-119.33333333333333,-0.34101206200083073
27.333333333333332,-119.33333333333333,-0.1830534164342988
26.666666666666668,-119.33333333333333,-0.17036228579440724
26.0,-119.33333333333333,-0.028689005645758603
24.666666666666668,-119.33333333333333,0.17354924114825449
25.333333333333332,-119.33333333333333,0.024487105786290153
24.0,-119.33333333333333,0.18548060955172005
22.666666666666668,-119.33333333333333,0.3490658503988671
23.333333333333332,-119.33333333333333,0.33352440300482056
22.0,-119.33333333333333,0.34906585039886706
20.666666666666668,-119.33333333333333,0.5229328071115276
21.333333333333332,-119.33333333333333,0.385217485021485
44.0,-64.66666666666667,-1.9704914641272777
43.333333333333336,-64.66666666666667,-1.8956090900500622
42.666666666666664,-64.66666666666667,-1.8515945241702434
42.0,-64.66666666666667,-1.7513258300338304
41.333333333333336,-64.66666666666667,-1.7556654484359004
